ID,Program_Area,Program_Name,Fiscal_Year,Activity_Code,Grant_Number,Grantee_Name,State,County,Congressional_District,Grantee_Class,Awardee_Amount,Grantee_Contact_Details
3610,Maternal and Child Health,Pediatric Pulmonary Centers,2018,T72,T72MC00002,UNIVERSITY OF FLORIDA,FL,Alachua,FL-03,U.S. Government Entity,339996,"1523 Union Rd Rm 207  Gainesville, FL 32611-1941 "
3611,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00051,"NORTHEAST FLORIDA HEALTHY START COALITION, INC",FL,Duval,FL-05,"Corporate Entity, Federal Tax Exempt",1139160,"644 Cesery Blvd Ste 210  Jacksonville, FL 32211-7165 "
3612,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC07500,"CENTER FOR HEALTH EQUITY, INC THE",FL,Gadsden,FL-05,"Corporate Entity, Federal Tax Exempt",711975,"231 E Jefferson St  Quincy, FL 32351-2426 "
3613,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC12793,"REACH UP, INC.",FL,Hillsborough,FL-14,"Corporate Entity, Federal Tax Exempt",1898600,"2902 N Armenia Ave Ste 100  Tampa, FL 33607-1661 "
3614,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2018,T76,T76MC18122,University of South Florida,FL,Hillsborough,FL-14,U.S. Government Entity,516469,"4202 E Fowler Ave  Tampa, FL 33620-8000 "
3615,Maternal and Child Health,MCH Pipeline Training Program,2018,T16,T16MC29833,University of South Florida,FL,Hillsborough,FL-14,U.S. Government Entity,165000,"4202 E Fowler Ave  Tampa, FL 33620-8000 "
3616,Maternal and Child Health,Epidemiological MCH/SPH Institute,2018,T03,T03MC07650,University of South Florida,FL,Hillsborough,FL-14,U.S. Government Entity,27250,"4202 E Fowler Ave  Tampa, FL 33620-8000 "
3617,Maternal and Child Health,Community-Based Integrated Service Systems (Local/State),2018,H25,H25MC30342,"Florida Association Of Healthy Start Coalition, Inc.",FL,Leon,FL-05,"Corporate Entity, Federal Tax Exempt",426260,"1311 N Paul Russell Rd Ste A204  Tallahassee, FL 32301-4853 "
3618,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2018,X10,X10MC32184,"Florida Association Of Healthy Start Coalition, Inc.",FL,Leon,FL-05,"Corporate Entity, Federal Tax Exempt",10236342,"1311 N Paul Russell Rd Ste A204  Tallahassee, FL 32301-4853 "
3619,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program,2018,UK3,UK3MC32242,"Health, Florida Department of",FL,Leon,FL-02,U.S. Government Entity,650000,"4052 Bald Cypress Way B-20 B02 Rm 3330 G-A  Tallahassee, FL 32399-0001 "
3620,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC27817,"Health, Florida Department of",FL,Leon,FL-02,U.S. Government Entity,706639,"4052 Bald Cypress Way B-20 B02 Rm 3330 G-A  Tallahassee, FL 32399-0001 "
3621,Maternal and Child Health,Maternal and Child Health Services,2018,B04,B04MC31479,"Health, Florida Department of",FL,Leon,FL-02,U.S. Government Entity,19478535,"4052 Bald Cypress Way B-20 B02 Rm 3330 G-A  Tallahassee, FL 32399-0001 "
3622,Maternal and Child Health,EMSC Partnership Grants,2018,H33,H33MC06722,"Health, Florida Department of",FL,Leon,FL-02,U.S. Government Entity,130000,"4052 Bald Cypress Way B-20 B02 Rm 3330 G-A  Tallahassee, FL 32399-0001 "
3623,Maternal and Child Health,MCHB State Systems Development Initiative,2018,H18,H18MC00010,"Health, Florida Department of",FL,Leon,FL-02,U.S. Government Entity,100000,"4052 Bald Cypress Way B-20 B02 Rm 3330 G-A  Tallahassee, FL 32399-0001 "
3624,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC00086,"Health, Florida Department of",FL,Leon,FL-02,U.S. Government Entity,250000,"4052 Bald Cypress Way B-20 B02 Rm 3330 G-A  Tallahassee, FL 32399-0001 "
3625,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2018,T73,T73MC00013,UNIVERSITY OF MIAMI,FL,Miami-Dade,FL-24,"Corporate Entity, Federal Tax Exempt",723772,"1600 NW 10th Ave  Miami, FL 33136-1015 "
3626,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC18123,UNIVERSITY OF MIAMI,FL,Miami-Dade,FL-24,"Corporate Entity, Federal Tax Exempt",711975,"1600 NW 10th Ave  Miami, FL 33136-1015 "
3627,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2018,T76,T76MC28438,Florida International University,FL,Miami-Dade,FL-26,U.S. Government Entity,69999,"11200 S W 8th St Marc 430  Miami, FL 33199-0001 "
3628,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2018,H17,H17MC30728,"Orlando Health, Inc.",FL,Orange,FL-10,"Corporate Entity, Federal Tax Exempt",50000,"52 W Underwood St  Orlando, FL 32806-1110 "
3629,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC27805,"JOHNS HOPKINS ALL CHILDREN'S HOSPITAL, INC.",FL,Pinellas,FL-13,"Corporate Entity, Federal Tax Exempt",1138784,"501 6th Ave S  Saint Petersburg, FL 33701-4634 "
3630,Maternal and Child Health,Family Professional Partnership/CSHCN,2018,H84,H84MC21660,"FAMILY NETWORK ON DISABILITIES OF FLORIDA, INC.",FL,Pinellas,FL-12,"Corporate Entity, Federal Tax Exempt",96750,"2196 Main St Ste K  Dunedin, FL 34698-5694 "
3631,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC27808,"CLAYTON, COUNTY OF",GA,Clayton,GA-13,U.S. Government Entity,691975,"1117 Battlecreek Rd  Jonesboro, GA 30236-2407 "
3632,Maternal and Child Health,Epidemiological MCH/SPH Institute,2018,T03,T03MC07651,Emory University,GA,DeKalb,GA-05,"Corporate Entity, Federal Tax Exempt",27250,"1599 Clifton Rd NE  Atlanta, GA 30322-4250 "
3633,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2018,T76,T76MC28446,Emory University,GA,DeKalb,GA-05,"Corporate Entity, Federal Tax Exempt",350000,"1599 Clifton Rd NE  Atlanta, GA 30322-4250 "
3634,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2018,H17,H17MC28292,"Innovative Solutions For Disadvantage And Disablity, Inc.",GA,DeKalb,GA-04,"Corporate Entity, Federal Tax Exempt",36049,"4151 Memorial Dr Ste 106D  Decatur, GA 30032-1511 "
3635,Maternal and Child Health,Family Professional Partnership/CSHCN,2018,H84,H84MC07947,PARENT TO PARENT OF GEORGIA INC,GA,DeKalb,GA-06,"Corporate Entity, Federal Tax Exempt",96750,"3070 Presidential Pkwy  Atlanta, GA 30340-3712 "
3636,Maternal and Child Health,Regional Genetics Networks,2018,UH7,UH7MC30772,Emory University,GA,DeKalb,GA-05,"Corporate Entity, Federal Tax Exempt",599999,"1599 Clifton Rd NE  Atlanta, GA 30322-4250 "
3637,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00119,"CENTER FOR BLACK WOMEN'S WELLNESS INC, THE",GA,Fulton,GA-05,"Corporate Entity, Federal Tax Exempt",711975,"477 Windsor St SW Ste 309  Atlanta, GA 30312-2530 "
3638,Maternal and Child Health,Hemophilia Treatment Centers (SPRANS),2018,H30,H30MC24046,"Hemophilia Of Georgia, Inc.",GA,Fulton,GA-06,"Corporate Entity, Federal Tax Exempt",500000,"8800 Roswell Rd Ste 170  Atlanta, GA 30350-1844 "
3639,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2018,T73,T73MC19939,"Georgia State University Research Foundation, Inc.",GA,Fulton,GA-05,"Corporate Entity, Federal Tax Exempt",511308,"58 Edgewood Ave NE Fl 3  Atlanta, GA 30303-2921 "
3640,Maternal and Child Health,EMSC Partnership Grants,2018,H33,H33MC23294,"PUBLIC HEALTH, GEORGIA DEPARTMENT OF",GA,Fulton,GA-05,U.S. Government Entity,41101,"2 Peachtree St NW Fl 33  Atlanta, GA 30303-3142 "
3641,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC22706,"PUBLIC HEALTH, GEORGIA DEPARTMENT OF",GA,Fulton,GA-05,U.S. Government Entity,247830,"2 Peachtree St NW Fl 33  Atlanta, GA 30303-3142 "
3642,Maternal and Child Health,Maternal and Child Health Services,2018,B04,B04MC31480,"PUBLIC HEALTH, GEORGIA DEPARTMENT OF",GA,Fulton,GA-05,U.S. Government Entity,17153951,"2 Peachtree St NW Fl 33  Atlanta, GA 30303-3142 "
3643,Maternal and Child Health,MCHB State Systems Development Initiative,2018,H18,H18MC25700,"PUBLIC HEALTH, GEORGIA DEPARTMENT OF",GA,Fulton,GA-05,U.S. Government Entity,99375,"2 Peachtree St NW Fl 33  Atlanta, GA 30303-3142 "
3644,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2018,X10,X10MC32185,"PUBLIC HEALTH, GEORGIA DEPARTMENT OF",GA,Fulton,GA-05,U.S. Government Entity,7559892,"2 Peachtree St NW Fl 33  Atlanta, GA 30303-3142 "
3645,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00122,"LAURENS, COUNTY OF",GA,Laurens,GA-12,U.S. Government Entity,711975,"654 County Farm Rd  Dublin, GA 31021-1799 "
3646,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00129,"AU Medical Center, Inc.",GA,Richmond,GA-12,"Corporate Entity, Federal Tax Exempt",709559,"1120 15th St # FY100  Augusta, GA 30912-0004 "
3647,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC24883,UNIVERSITY OF GUAM,GU,Guam,GU-98,U.S. Government Entity,247577,"303 University Dr  Mangilao, GU 96913-1800 "
3648,Maternal and Child Health,Maternal and Child Health Services,2018,B04,B04MC31481,DEPARTMENT OF PUBLIC HEALTH &  SOCIAL SERVICES,GU,Guam,GU-98,U.S. Government Entity,757877,"123 Chalan Kareta  Mangilao, GU 96913-6304 "
3649,Maternal and Child Health,EMSC Partnership Grants,2018,H33,H33MC06696,GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION,GU,Guam,GU-98,U.S. Government Entity,130000,"MANUEL F.L. GUERRERO BUILDING  Hagatna, GU 96932 "
3650,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2018,X10,X10MC32186,DEPARTMENT OF PUBLIC HEALTH &  SOCIAL SERVICES,GU,Guam,GU-98,U.S. Government Entity,1200000,"123 Chalan Kareta  Mangilao, GU 96913-6304 "
3651,Maternal and Child Health,Family Professional Partnership/CSHCN,2018,H84,H84MC32235,DEPARTMENT OF PUBLIC HEALTH &  SOCIAL SERVICES,GU,Guam,GU-98,U.S. Government Entity,96750,"123 Chalan Kareta  Mangilao, GU 96913-6304 "
3652,Maternal and Child Health,MCHB State Systems Development Initiative,2018,H18,H18MC23552,GOVERNMENT OF GUAM- DEPARTMENT OF ADMINISTRATION,GU,Guam,GU-98,U.S. Government Entity,1,"MANUEL F.L. GUERRERO BUILDING  Hagatna, GU 96932 "
3653,Maternal and Child Health,Family Professional Partnership/CSHCN,2018,H84,H84MC07999,HAWAII PEDIATRIC ASSOCIATION RESEARCH & EDUCATION FOUNDATION,HI,Honolulu,HI-01,"Corporate Entity, Federal Tax Exempt",96750,"1319 Punahou St # 742  Honolulu, HI 96826-1001 "
3654,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC22748,University Of Hawaii Systems,HI,Honolulu,HI-01,U.S. Government Entity,250000,"2425 Campus Rd Rm 1  Honolulu, HI 96822-2247 "
3655,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC00038,"HEALTH, HAWAII DEPARTMENT OF",HI,Honolulu,HI-01,U.S. Government Entity,247420,"741 Sunset Ave  Honolulu, HI 96816-2343 "
3656,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2018,T73,T73MC00014,University Of Hawaii Systems,HI,Honolulu,HI-01,U.S. Government Entity,542581,"2425 Campus Rd Rm 1  Honolulu, HI 96822-2247 "
3657,Maternal and Child Health,Maternal and Child Health Services,2018,B04,B04MC31482,"HEALTH, HAWAII DEPARTMENT OF",HI,Honolulu,HI-01,U.S. Government Entity,1977106,"1250 Punchbowl St Rm 216  Honolulu, HI 96813-2416 "
3658,Maternal and Child Health,MCHB State Systems Development Initiative,2018,H18,H18MC00012,"HEALTH, HAWAII DEPARTMENT OF",HI,Honolulu,HI-01,U.S. Government Entity,100000,"1250 Punchbowl St Rm 216  Honolulu, HI 96813-2416 "
3659,Maternal and Child Health,Community-Based Integrated Service Systems (Local/State),2018,H25,H25MC26229,"HEALTH, HAWAII DEPARTMENT OF",HI,Honolulu,HI-01,U.S. Government Entity,351657,"1250 Punchbowl St Rm 216  Honolulu, HI 96813-2416 "
3660,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC24884,University Of Hawaii Systems,HI,Honolulu,HI-01,U.S. Government Entity,250000,"2425 Campus Rd Rm 1  Honolulu, HI 96822-2247 "
3661,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2018,X10,X10MC32187,"Health, State Hawaii Department Of",HI,Honolulu,HI-01,U.S. Government Entity,3878058,"741 Sunset Ave Ste A  Honolulu, HI 96816-2343 "
3662,Maternal and Child Health,EMSC Partnership Grants,2018,H33,H33MC31620,"HEALTH, HAWAII DEPARTMENT OF",HI,Honolulu,HI-01,U.S. Government Entity,130000,"1250 Punchbowl St  Honolulu, HI 96813-2416 "
3663,Maternal and Child Health,Regional Genetics Networks,2018,UH7,UH7MC30774,"HEALTH, HAWAII DEPARTMENT OF",HI,Honolulu,HI-01,U.S. Government Entity,600000,"1250 Punchbowl St  Honolulu, HI 96813-2416 "
3664,Maternal and Child Health,Family Professional Partnership/CSHCN,2018,H84,H84MC12896,Idaho Parents Unlimited Inc,ID,Ada,ID-02,"Corporate Entity, Federal Tax Exempt",96750,"4619 W Emerald St Ste E  Boise, ID 83706-2051 "
3665,Maternal and Child Health,EMSC Partnership Grants,2018,H33,H33MC06687,"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",ID,Ada,ID-02,U.S. Government Entity,94728,"450 W State St Fl 10  Boise, ID 83702-6056 "
3666,Maternal and Child Health,MCHB State Systems Development Initiative,2018,H18,H18MC00013,"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",ID,Ada,ID-02,U.S. Government Entity,100000,"450 W State St Fl 10  Boise, ID 83702-6056 "
3667,Maternal and Child Health,Maternal and Child Health Services,2018,B04,B04MC31483,"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",ID,Ada,ID-02,U.S. Government Entity,3275509,"450 W State St Fl 10  Boise, ID 83702-6056 "
3668,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC00010,"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",ID,Ada,ID-02,U.S. Government Entity,205959,"450 W State St Fl 10  Boise, ID 83702-6056 "
3669,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2018,X10,X10MC32188,"HEALTH AND WELFARE, IDAHO DEPARTMENT OF",ID,Ada,ID-02,U.S. Government Entity,3254217,"450 W State St Fl 10  Boise, ID 83702-6056 "
3670,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00066,HEALTHCARE CONSORTIUM OF ILLINOIS,IL,Cook,IL-02,"Corporate Entity, Federal Tax Exempt",1139160,"1350 E Sibley Blvd Ste 303  Dolton, IL 60419-3060 "
3671,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00098,Access Community Health Network,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",1139160,"600 W Fulton St Ste 200  Chicago, IL 60661-1262 "
3672,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2018,H17,H17MC26771,Esperanza Health Centers,IL,Cook,IL-04,"Corporate Entity, Federal Tax Exempt",47127,"2001 S California Ave Ste 1  Chicago, IL 60608-2884 "
3673,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC00110,"Aunt Martha's Health And Wellness, Inc.",IL,Cook,IL-02,"Corporate Entity, Federal Tax Exempt",711975,"19990 Govern's Hwy  Olympia Fields, IL 60461 "
3674,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2018,H17,H17MC30729,"University Of Chicago, The",IL,Cook,IL-01,"Corporate Entity, Federal Tax Exempt",50000,"5801 S Ellis Ave  Chicago, IL 60637-5418 "
3675,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC27832,"Near North Health Service Corporation, The",IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",711975,"1276 N Clybourn Ave  Chicago, IL 60610-2089 "
3676,Maternal and Child Health,Vision Screening in Young Children,2018,H7M,H7MMC24738,NATIONAL SOCIETY TO PREVENT BLINDNESS,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",299999,"211 W Wacker Dr Ste 1700  Chicago, IL 60606-1375 "
3677,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2018,H49,H49MC27838,SGA YOUTH & FAMILY SERVICES NFP,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",1898600,"11 E Adams St Ste 1500  Chicago, IL 60603-6309 "
3678,Maternal and Child Health,EMSC Partnership Grants,2018,H33,H33MC31621,Ann & Robert H. Lurie Children's Hospital Of Chicago,IL,Cook,IL-07,"Corporate Entity, Federal Tax Exempt",130000,"225 E Chicago Ave  Chicago, IL 60611-2991 "
3679,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2018,T76,T76MC00009,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,349773,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
3680,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2018,T73,T73MC11047,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,724042,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
3681,Maternal and Child Health,Epidemiological MCH/SPH Institute,2018,T03,T03MC07644,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,27250,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
3682,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2018,H61,H61MC04498,UNIVERSITY OF ILLINOIS,IL,Cook,IL-07,U.S. Government Entity,232020,"809 S Marshfield Ave Rm 520  Chicago, IL 60612-4305 "
3683,Maternal and Child Health,Bright Futures Pediatric Implementation,2018,U04,U04MC31627,American Academy Of Pediatrics,IL,DuPage,IL-08,"Corporate Entity, Federal Tax Exempt",1000000,"345 Park Blvd  Itasca, IL 60143-2644 "
3684,Maternal and Child Health,MCH Research Network Programs,2018,UA6,UA6MC15585,American Academy Of Pediatrics,IL,DuPage,IL-08,"Corporate Entity, Federal Tax Exempt",199999,"345 Park Blvd  Itasca, IL 60143-2644 "
3685,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy,2018,U23,U23MC26252,American Academy Of Pediatrics,IL,DuPage,IL-08,"Corporate Entity, Federal Tax Exempt",650000,"345 Park Blvd  Itasca, IL 60143-2644 "
3686,Maternal and Child Health,Building Systems of Services for Children and Youth with Special Health Care Needs,2018,U1T,U1TMC31755,American Academy Of Pediatrics,IL,DuPage,IL-08,"Corporate Entity, Federal Tax Exempt",820000,"345 Park Blvd  Itasca, IL 60143-2644 "
3687,Maternal and Child Health,Family Leadership in Language and Learning,2018,UJ1,UJ1MC30748,Hands & Voices,IL,Hancock,IL-18,"Corporate Entity, Federal Tax Exempt",500000,"1535 N County Road 1820 E  Carthage, IL 62321-3411 "
