Award_Year,Grantee_Name,Grantee_Address,Grantee_City,Grantee_State_Abbreviation,Grantee_ZIP_Code,Grant_Activity_Code,Grant_Number,Grant_Serial_Number,Project_Period_Start_Date,Grant_Project_Period_End_Date,HRSA_Program_Area_Code,HRSA_Program_Area_Name,Grant_Program_Name,US_Congressional_Representative_Name,Complete_County_Name,Name_of_US_Senator_Number_One,Name_of_US_Senator_Number_Two,Data_Warehouse_Record_Create_Date,Grantee_Type_Description,DUNS_Number,Geocoding_Artifact_Address_Primary_X_Coordinate,Geocoding_Artifact_Address_Primary_Y_Coordinate
2023,TRUSTEES OF BOSTON UNIVERSITY,85 East Newton St # M-921,Boston,MA,02118-3553,T76,T76MC00017,17,1998/07/01,2025/05/31,MCHB,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",Ayanna Pressley,Suffolk County,Elizabeth Warren,Edward J. Markey,2024/11/04,"Corporate Entity, Federal Tax Exempt",604483045.0,-71.07097082,42.33640499
2023,"EARLY CHILDHOOD EDUCATION, ALABAMA DEPARTMENT OF",445 Dexter Ave,Montgomery,AL,36104-3775,X10,X10MC50284,50284,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Barry Moore,Montgomery County,Tommy Tuberville,Katie Boyd Britt,2024/11/04,U.S. Government Entity,27845838.0,-86.30291052,32.37762896
2023,Arkansas Disability Coalition,13301 Betty Cir,Alexander,AR,72002,H84,H84MC12900,12900,2009/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),J. French Hill,Saline County,John Boozman,Tom Cotton,2024/11/04,"Corporate Entity, Federal Tax Exempt",557354867.0,-92.42423227,34.6218974
2023,TENNESSEE DEPARTMENT OF HEALTH,710 James Robertson Pkwy,Nashville,TN,37243-1219,U4A,U4AMC53382,53382,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,U.S. Government Entity,172636268.0,-86.78694632,36.16756117
2023,MISSISSIPPI STATE DEPARTMENT OF HEALTH,570 E Woodrow Wilson Ave,Jackson,MS,39216-4538,H49,H49MC52119,52119,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Michael Guest,Hinds County,Roger F. Wicker,Cindy Hyde-Smith,2024/11/04,U.S. Government Entity,809399892.0,-90.17616413,32.32687361
2023,UNIVERSITY OF UTAH,201 Presidents Cir,Salt Lake City,UT,84112-9049,T73,T73MC00054,54,2001/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Blake D. Moore,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,9095365.0,-111.84942581,40.7650043
2023,ALTAMED HEALTH SERVICES CORPORATION,2040 Camfield Ave,Commerce,CA,90040-1502,H17,H17MC45454,45454,2022/03/01,2027/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Robert Garcia,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",83906024.0,-118.15575686,34.00872757
2023,CONNECTICUT OFFICE OF EARLY CHILDHOOD,"450 Columbus Blvd, Ste 301",Hartford,CT,06103-1842,X10,X10MC50291,50291,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",John B. Larson,Capitol County,Richard Blumenthal,Christopher Murphy,2024/11/04,U.S. Government Entity,79102530.0,-72.66933614,41.76743436
2023,ADVOCATES FOR JUSTICE & EDUCATION INC,1200 G St NW,Washington,DC,20005-3814,H84,H84MC21661,21661,2011/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",24285756.0,-77.02850071,38.89828594
2023,"HEALTH RESEARCH, INC.",150 Broadway,Menands,NY,12204-2893,H4N,H4NMC49259,49259,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Paul Tonko,Albany County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",153695478.0,-73.72913803,42.68632145
2023,METROPOLITAN SEATTLE SICKLE CELL TASK FORCE,8626 31st Ave SW,Seattle,WA,98126-3717,D1J,D1JMC46835,46835,2022/09/01,2026/08/31,MCHB,Maternal and Child Health,Sickle Cell Disease Newborn Screening Follow-up Program (D1J),Pramila Jayapal,King County,Patty Murray,Maria Cantwell,2024/11/04,"Corporate Entity, Federal Tax Exempt",23964784.0,-122.37257651,47.525649
2023,MORGAN STATE UNIVERSITY,1700 E Cold Spring Ln,Baltimore,MD,21251-0001,UR6,UR6MC50350,50350,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,U.S. Government Entity,879941318.0,-76.58494137,39.34590194
2023,MINNESOTA DEPARTMENT OF HEALTH,625 Robert St N,Saint Paul,MN,55155,U4A,U4AMC44244,44244,2021/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Betty McCollum,Ramsey County,Amy Klobuchar,Tina Smith,2024/11/04,U.S. Government Entity,804887321.0,-93.09777602,44.95440305
2023,OHIO DEPARTMENT OF HEALTH,246 N High St,Columbus,OH,43215-2406,X10,X10MC50322,50322,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Mike Carey,Franklin County,Sherrod Brown,J. D. Vance,2024/11/04,U.S. Government Entity,808847933.0,-83.00161171,39.96719149
2023,University of Florida,1523 Union Rd RM 207,Gainesville,FL,32611-1941,T72,T72MC00002,2,1990/07/01,2025/06/30,MCHB,Maternal and Child Health,Pediatric Pulmonary Centers (T72),Kat Cammack,Alachua County,Marco Rubio,Rick Scott,2024/11/04,U.S. Government Entity,969663814.0,-82.34208903,29.64973249
2023,THE LELAND STANFORD JUNIOR UNIVERSITY,450 Jane Stanford Way,Stanford,CA,94305-2004,U7A,U7AMC50517,50517,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),Anna G. Eshoo,Santa Clara County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",9214214.0,-122.17006001,37.42765999
2023,UTAH DEPARTMENT OF HEALTH AND HUMAN SERVICES,195 N 1950 W,Salt Lake City,UT,84116-3100,A30,A30MC50016,50016,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Celeste Maloy,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,959347972.0,-111.9474018,40.7747343
2023,REGENTS OF THE UNIVERSITY OF MINNESOTA,200 Oak St SE,Minneapolis,MN,55455-2009,T76,T76MC00005,5,2013/06/01,2025/05/31,MCHB,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",Ilhan Omar,Hennepin County,Amy Klobuchar,Tina Smith,2024/11/04,Other,555917996.0,-93.2270906,44.97493411
2023,TEXAS SOUTHERN UNIVERSITY,3100 Cleburne St,Houston,TX,77004-4501,UR6,UR6MC50354,50354,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Sheila Jackson Lee,Harris County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,50298975.0,-95.3638326,29.72537267
2023,GEORGE WASHINGTON UNIVERSITY (THE),1918 F St NW,Washington,DC,20052-0042,T76,T76MC35370,35370,2020/06/01,2025/05/31,MCHB,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",43990498.0,-77.0443187,38.8973234
2023,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,989200 Nebraska Medical Ctr,Omaha,NE,68198,T73,T73MC00023,23,1995/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Don Bacon,Douglas County,Deb Fischer,Pete Ricketts,2024/11/04,"Corporate Entity, Federal Tax Exempt",168559177.0,-95.976097,41.25395
2023,SICKLE CELL TEXAS MARC THOMAS FOUNDATION,314 E Highland Mall Blvd,Austin,TX,78752-3735,D1J,D1JMC42479,42479,2021/09/01,2026/08/31,MCHB,Maternal and Child Health,Sickle Cell Disease Newborn Screening Follow-up Program (D1J),Lloyd Doggett,Travis County,John Cornyn,Ted Cruz,2024/11/04,"Corporate Entity, Federal Tax Exempt",4336339.0,-97.71137862,30.32858564
2023,IOWA DEPARTMENT OF PUBLIC HEALTH,321 E 12th St,Des Moines,IA,50319-1002,H18,H18MC00018,18,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Zachary Nunn,Polk County,Chuck Grassley,Joni Ernst,2024/11/04,U.S. Government Entity,808345920.0,-93.6013818,41.59100343
2023,COMMONWEALTH HEALTHCARE CORPORATION,1178 HINEMLU' ST GARAPAN,San Jose,MP,96950,U4A,U4AMC53359,53359,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Gregorio Kilili Camacho Sablan,Saipan Municipality,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854858560.0,145.7104759,15.170166
2023,COMMONWEALTH HEALTHCARE CORPORATION,1178 HINEMLU' ST GARAPAN,San Jose,MP,96950,X10,X10MC50321,50321,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Gregorio Kilili Camacho Sablan,Saipan Municipality,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854858560.0,145.7104759,15.170166
2023,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,1000 Spring Garden St,Greensboro,NC,27412-5068,T16,T16MC41743,41743,2021/06/01,2026/05/31,MCHB,Maternal and Child Health,"MCH Leadership, Education, and Advancement in Undergraduate Pathways Program (T16)",Kathy E. Manning,Guilford County,Thom Tillis,Ted Budd,2024/11/04,U.S. Government Entity,616152567.0,-79.80779446,36.06631717
2023,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,989200 Nebraska Medical Ctr,Omaha,NE,68198,U01,U01MC17261,17261,2010/05/01,2025/04/30,MCHB,Maternal and Child Health,Partnership for MCH Leadership Community (U01),Don Bacon,Douglas County,Deb Fischer,Pete Ricketts,2024/11/04,"Corporate Entity, Federal Tax Exempt",168559177.0,-95.976097,41.25395
2023,PARENT INFORMATION CENTER OF DELAWARE INC,6 Larch Ave STE 404,Wilmington,DE,19804-2366,H84,H84MC45729,45729,2022/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Lisa Blunt Rochester,New Castle County,Thomas R. Carper,Christopher A. Coons,2024/11/04,"Corporate Entity, Federal Tax Exempt",605347376.0,-75.6028404,39.71525772
2023,"LUCAS, COUNTY OF",635 N Erie St,Toledo,OH,43604-5317,H49,H49MC27825,27825,2014/09/01,2029/03/31,MCHB,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities (H49),Marcy Kaptur,Lucas County,Sherrod Brown,J. D. Vance,2024/11/04,U.S. Government Entity,103033317.0,-83.53370146,41.65729909
2023,"FAMILY NETWORK ON DISABILITIES OF FLORIDA, INC.",26750 Us Highway 19 N STE 410,Clearwater,FL,33761-3459,H84,H84MC21660,21660,2011/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Anna Paulina Luna,Pinellas County,Marco Rubio,Rick Scott,2024/11/04,"Corporate Entity, Federal Tax Exempt",4750303.0,-82.73762526,28.01564924
2023,EXECUTIVE OFFICE OF THE STATE OF NEW JERSEY,50 E State St,Trenton,NJ,08608-1715,U7E,U7EMC42165,42165,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Bonnie Watson Coleman,Mercer County,Robert Menendez,George S. Helmy,2024/11/04,U.S. Government Entity,784995503.0,-74.76506046,40.22023998
2023,CHILDREN'S HOSPITAL LOS ANGELES,4650 W Sunset Blvd,Los Angeles,CA,90027-6062,T77,T77MC25732,25732,2013/07/01,2028/06/30,MCHB,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),Adam B. Schiff,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,"Corporate Entity, Federal Tax Exempt",52277936.0,-118.2901523,34.09812254
2023,RHODE ISLAND PARENT INFORMATION NETWORK INC,300 Jefferson Blvd STE 300,Warwick,RI,02888-3860,H84,H84MC08002,8002,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Seth Magaziner,Kent County,Jack Reed,Sheldon Whitehouse,2024/11/04,"Corporate Entity, Federal Tax Exempt",961028206.0,-71.43878433,41.74026664
2023,"THE MOREHOUSE SCHOOL OF MEDICINE, INC.",720 Westview Dr SW,Atlanta,GA,30310,UR6,UR6MC50349,50349,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Nikema Williams,Fulton County,Jon Ossoff,Raphael G. Warnock,2024/11/04,"Corporate Entity, Federal Tax Exempt",102005451.0,-84.41402465,33.74434196
2023,INDIANA DEPARTMENT OF HEALTH,2 N Meridian St,Indianapolis,IN,46204-3021,X10,X10MC50300,50300,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Andre Carson,Marion County,Todd Young,Mike Braun,2024/11/04,U.S. Government Entity,824799407.0,-86.15812145,39.76738666
2023,IDAHO DEPARTMENT OF HEALTH & WELFARE,450 W State St FL 10,Boise,ID,83702-6056,H33,H33MC06687,6687,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Michael K. Simpson,Ada County,Mike Crapo,James E. Risch,2024/11/04,U.S. Government Entity,825201486.0,-116.19634618,43.61659037
2023,"Regents of the University of California, The",1608 4th St STE 201,Berkeley,CA,94710-1749,T76,T76MC00002,2,1954/07/01,2025/05/31,MCHB,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",Barbara Lee,Alameda County,Alex Padilla,Laphonza R. Butler,2024/11/04,Other,124726725.0,-122.30175379,37.87337863
2023,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,200 Piedmont Ave SE,Atlanta,GA,30334-9032,H4N,H4NMC49271,49271,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Nikema Williams,Fulton County,Jon Ossoff,Raphael G. Warnock,2024/11/04,U.S. Government Entity,968217559.0,-84.38662951,33.75020013
2023,"EDUCATION DEVELOPMENT CENTER, INC.",300 5th Ave STE 2010,Waltham,MA,02451-8778,UF4,UF4MC26525,26525,2013/09/01,2027/08/31,MCHB,Maternal and Child Health,Home Visiting Collaborative Improvement and Innovation Network (UF4),Katherine M. Clark,Middlesex County,Elizabeth Warren,Edward J. Markey,2024/11/04,"Corporate Entity, Federal Tax Exempt",76583830.0,-71.25756104,42.3899558
2023,MEHARRY MEDICAL COLLEGE,1005 Dr Db Todd Jr Blvd,Nashville,TN,37208-3501,UR6,UR6MC50343,50343,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Mark E. Green,Davidson County,Marsha Blackburn,Bill Hagerty,2024/11/04,"Corporate Entity, Federal Tax Exempt",41438185.0,-86.80686072,36.16820544
2023,PA DEPARTMENT OF HUMAN SERVICES,625 Forster St,Harrisburg,PA,17120-0701,U7E,U7EMC42168,42168,2021/08/01,2026/07/31,MCHB,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),Scott Perry,Dauphin County,"Robert P. Casey, Jr.",John Fetterman,2024/11/04,U.S. Government Entity,796567790.0,-76.88251779,40.26790786
2023,RED LAKE BAND OF CHIPPEWA INDIANS,Council St,Redby,MN,56670,U4A,U4AMC44245,44245,2021/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Pete Stauber,Beltrami County,Amy Klobuchar,Tina Smith,2024/11/04,Other,78683406.0,-95.01576613,47.87700452
2023,FLORIDA DEPARTMENT OF HEALTH,4052 Bald Cypress Way Bin 01,Tallahassee,FL,32399-0001,H18,H18MC00010,10,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Neal P. Dunn,Leon County,Marco Rubio,Rick Scott,2024/11/04,U.S. Government Entity,364215061.0,-84.233108,30.39055502
2023,UNIVERSITY OF OKLAHOMA,865 Research Pkwy,Oklahoma City,OK,73104-3609,T73,T73MC00033,33,1995/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Stephanie I. Bice,Oklahoma County,James Lankford,Markwayne Mullin,2024/11/04,U.S. Government Entity,878648294.0,-97.50478902,35.47480932
2023,"OHIO STATE UNIVERSITY, THE",1960 Kenny Rd,Columbus,OH,43210-1016,UR6,UR6MC50351,50351,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Joyce Beatty,Franklin County,Sherrod Brown,J. D. Vance,2024/11/04,U.S. Government Entity,832127323.0,-83.03464982,39.99952506
2023,INDIANA DEPARTMENT OF HEALTH,2 N Meridian St,Indianapolis,IN,46204-3021,H4N,H4NMC49263,49263,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Andre Carson,Marion County,Todd Young,Mike Braun,2024/11/04,U.S. Government Entity,824799407.0,-86.15812145,39.76738666
2023,ARIZONA DEPARTMENT OF HEALTH SERVICES,150 N 18th Ave STE 530,Phoenix,AZ,85007-3248,H33,H33MC06690,6690,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Ruben Gallego,Maricopa County,Kyrsten Sinema,Mark Kelly,2024/11/04,U.S. Government Entity,804745420.0,-112.09822769,33.450005
2023,HEALTH SERVICES KENTUCKY CABINET FOR,275 E Main St,Frankfort,KY,40601-2321,H84,H84MC12897,12897,2009/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),James Comer,Franklin County,Mitch McConnell,Rand Paul,2024/11/04,U.S. Government Entity,927049767.0,-84.86175845,38.19821996
2023,DREXEL UNIVERSITY,3141 Chestnut St,Philadelphia,PA,19104-2816,UT6,UT6MC45902,45902,2022/09/01,2027/08/31,MCHB,Maternal and Child Health,Autism Transitions Research Project (UT6),Dwight Evans,Philadelphia County,"Robert P. Casey, Jr.",John Fetterman,2024/11/04,"Corporate Entity, Federal Tax Exempt",2604817.0,-75.18642502,39.9536991
2023,"HEALTH, NEW JERSEY DEPARTMENT OF",55 N Willow St,Trenton,NJ,08608-1203,H18,H18MC00034,34,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Bonnie Watson Coleman,Mercer County,Robert Menendez,George S. Helmy,2024/11/04,U.S. Government Entity,806418075.0,-74.76821842,40.2217416
2023,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,101 Blair Dr,Raleigh,NC,27603-2040,H33,H33MC06732,6732,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Deborah K. Ross,Wake County,Thom Tillis,Ted Budd,2024/11/04,U.S. Government Entity,809785363.0,-78.66243496,35.77153141
2023,ARIZONA DEPARTMENT OF HEALTH SERVICES,150 N 18th Ave STE 530,Phoenix,AZ,85007-3248,X10,X10MC50287,50287,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Ruben Gallego,Maricopa County,Kyrsten Sinema,Mark Kelly,2024/11/04,U.S. Government Entity,804745420.0,-112.09822769,33.450005
2023,DEPARTMENT OF HEALTH,One Fagaalu Road,PAGO PAGO,AS,96799,H4N,H4NMC49254,49254,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Aumua Amata Coleman Radewagen,Western District,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854993177.0,-170.747,-14.319
2023,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,129 Pleasant St,Concord,NH,03301-3852,A30,A30MC49997,49997,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Ann M. Kuster,Merrimack County,Jeanne Shaheen,Margaret Wood Hassan,2024/11/04,U.S. Government Entity,11040545.0,-71.54724288,43.19977253
2023,CHILDREN'S NATIONAL MEDICAL CENTER,111 Michigan Ave NW,Washington,DC,20010-2916,U1I,U1IMC45814,45814,2022/09/01,2026/08/31,MCHB,Maternal and Child Health,Regional Pediatric Pandemic Network (U1I),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",606977783.0,-77.01380606,38.92629759
2023,"DISTRICT OF COLUMBIA, GOVERNMENT OF",2201 Shannon Pl SE,Washington,DC,20020-5739,U7A,U7AMC50507,50507,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,106731248.0,-76.99083436,38.86506971
2023,MONTEFIORE MEDICAL CENTER,111 E 210th St,Bronx,NY,10467-2401,H17,H17MC40191,40191,2021/03/01,2026/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Ritchie Torres,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",41581026.0,-73.87989636,40.87987216
2023,STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,101 Blair Dr,Raleigh,NC,27603-2040,UK3,UK3MC50378,50378,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),Deborah K. Ross,Wake County,Thom Tillis,Ted Budd,2024/11/04,U.S. Government Entity,809785363.0,-78.66243496,35.77153141
