Grantee Name,Grant #,HRSA Program Area,Program Name,Activity Code,Fiscal Year,Financial Assistance,County,State,DUNS #,UEI #
"MENTAL HEALTH, MISSISSIPPI DEPARTMENT OF",U4CMC32314,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Hinds County,MS,809399926,EFKWJHW1FK23
The Rhode Island Department of Health,U4CMC32319,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Providence County,RI,929922664,NERYUGQ8XNB1
STATE OF ALASKA DEPARTMENT OF HEALTH,U4CMC32323,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Juneau Borough,AK,809386543,LNQNF7PKBV13
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",U4CMC32328,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Lewis and Clark County,MT,051659352,TR3DAXR9MCN8
"HEALTH, MARYLAND DEPARTMENT OF",U4CMC32913,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$124,564.00",Baltimore City,MD,144280372,Q4YJNDPS53E6
NORTH DAKOTA DEPARTMENT OF HUMAN SERVICES,U4CMC49930,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Burleigh County,ND,802743534,GSKXYGKGX6A4
UNIVERSITY OF UTAH,U4CMC49934,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$650,000.00",Salt Lake County,UT,009095365,LL8GLEVH6MG3
American Academy Of Pediatrics,U4NMC49926,Maternal and Child Health,Comprehensive Systems Integration for Adolescent and Young Adult Health (U4N),U4N,2023,"$1,499,450.00",DuPage County,IL,055399364,DWN9T4FUL313
UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,U6DMC42197,Maternal and Child Health,Bridging the Word Gap Research Network (U6D),U6D,2023,"$300,000.00",Douglas County,KS,076248616,SSUJB3GSH8A5
"Children's Hospital Corporation, The",T71MC00009,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH) (T71),T71,2023,"$489,370.00",Suffolk County,MA,076593722,Z1L9F1MM1RY3
CHILDRENS HOSPITAL LOS ANGELES,T71MC30799,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH) (T71),T71,2023,"$459,370.00",Los Angeles County,CA,052277936,DVL1CMRMWRN9
UNIVERSITY OF FLORIDA,T72MC00002,Maternal and Child Health,Pediatric Pulmonary Centers (T72),T72,2023,"$340,000.00",Alachua County,FL,969663814,NNFQH1JAPEP3
"Regents of the University of California, San Francisco, The",T72MC37405,Maternal and Child Health,Pediatric Pulmonary Centers (T72),T72,2023,"$355,120.00",San Francisco County,CA,094878337,KMH5K9V7S518
UNIVERSITY OF HAWAII,T73MC00014,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$553,603.00",Honolulu County,HI,965088057,NSCKLFSSABF2
UNIVERSITY OF MISSOURI SYSTEM,T73MC00022,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$553,588.00",Boone County,MO,153890272,SZPJL5ZRCLF4
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,T73MC00030,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$813,000.00",Orange County,NC,608195277,D3LHU66KBLD5
UNIVERSITY OF PITTSBURGH - OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,T73MC00036,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$719,999.00",Allegheny County,PA,004514360,MKAGLD59JRL1
VIRGINIA COMMONWEALTH UNIVERSITY,T73MC00040,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$540,519.00",Richmond City,VA,105300446,MLQFL4JSSAA9
"Children's Hospital of Philadelphia, The",T73MC00051,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$695,000.00",Philadelphia County,PA,073757627,G7MQPLSUX1L4
"REGENTS OF THE UNIVERSITY OF COLORADO, THE",T73MC11044,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$720,000.00",Adams County,CO,041096314,MW8JHK6ZYEX8
KENNEDY KRIEGER CHILDRENS HOSPITAL INC,T73MC17245,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$738,000.00",Baltimore City,MD,064872518,Y7ZCB5ESFN27
UNIVERSITY OF ALASKA ANCHORAGE,T73MC20663,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$436,219.00",Anchorage Borough,AK,076664986,DZFJT2KH9C43
WESTCHESTER INSTITUTE FOR HUMAN DEVELOPMENT,T73MC29073,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$645,000.00",Westchester County,NY,023339380,FFJYM5V5GD37
UNIVERSITY OF DELAWARE,T73MC30116,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$554,000.00",New Castle County,DE,059007500,T72NHKM259N3
RHODE ISLAND HOSPITAL,T73MC30121,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$604,000.00",Providence County,RI,075710996,N876TLXYGCG4
CHILDREN'S RESEARCH INSTITUTE,T73MC42022,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$456,223.00",District of Columbia,DC,143983562,M3KHEEYRM1S6
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,T73MC42026,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$463,710.00",Suffolk County,NY,804878247,M746VC6XMNH9
"Rutgers, The State University Of New Jersey",T73MC49337,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$554,000.00",Essex County,NJ,090299830,YVVTQD8CJC79
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,T76MC00004,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$547,250.00",Orange County,NC,608195277,D3LHU66KBLD5
TRUSTEES OF BOSTON UNIVERSITY,T76MC00017,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$377,249.00",Suffolk County,MA,604483045,FBYMGMHW4X95
SAINT LOUIS UNIVERSITY,T76MC35369,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$345,122.00",St. Louis City,MO,050220722,JNBLLTBTLLD8
THE LELAND STANFORD JUNIOR UNIVERSITY,T77MC09796,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),T77,2023,"$264,696.00",Santa Clara County,CA,009214214,HJD6G4D6TJY5
"UNIVERSITY OF CALIFORNIA, DAVIS",U03MC00001,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03,2023,"$699,999.00",Yolo County,CA,047120084,TX2DAGQPENZ5
"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",U03MC33154,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03,2023,"$700,000.00",Erie County,NY,038633251,LMCJKRFW5R81
University of Texas At Austin,U07MC37471,Maternal and Child Health,National Emergency Medical Services for Children (EMSC) Resource Centers Demonstration CA (U07),U07,2023,"$2,499,989.00",Travis County,TX,170230239,V6AFQPN18437
"Children's Hospital of Philadelphia, The",U1AMC28549,Maternal and Child Health,Thalassemia (U1A),U1A,2023,"$175,000.00",Philadelphia County,PA,073757627,G7MQPLSUX1L4
"WASHINGTON UNIVERSITY, THE",U1EMC27865,Maternal and Child Health,Sickle Cell Treatment Demonstration Program (U1E),U1E,2023,"$1,090,000.00",St. Louis County,MO,068552207,L6NFUM28LQM5
"Health, Florida Department of",U1VMC46316,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),U1V,2023,"$471,633.00",Leon County,FL,364215061,L924BA1SEN75
"Northeast Florida Healthy Start Coalition, Inc.",U1VMC46320,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),U1V,2023,"$500,000.00",Duval County,FL,139131788,CQLAFMU1A6L7
"Association of State and Territorial Health Officials, The",U1XMC31657,Maternal and Child Health,Supporting Maternal and Child Health Innovation in States (U1X),U1X,2023,"$400,000.00",Arlington County,VA,106735830,Q4PDHB7J12R8
"ASSOCIATION OF PUBLIC HEALTH LABORATORIES, INC. (THE)",U22MC24078,Maternal and Child Health,Heritable Disorders (U22),U22,2023,"$2,725,000.00",Montgomery County,MD,617077243,FHAWFVPAM5Z4
Charles R. Drew University of Medicine and Science,U2EMC52097,Maternal and Child Health,Integrated Maternal Health Services (U2E),U2E,2023,"$1,800,000.00",Los Angeles County,CA,785877408,PFBDNBDS57H3
"Regents of the University of California, San Francisco, The",U4AMC44234,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",San Francisco County,CA,094878337,KMH5K9V7S518
HAWAII DEPARTMENT OF HEALTH,U4AMC44239,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",Honolulu County,HI,809935679,LFVFLBD6XZB5
MINNESOTA DEPARTMENT OF HEALTH,U4AMC44244,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Ramsey County,MN,804887321,DHQVY2WCVHC5
"HEALTH RESEARCH, INC.",U4AMC44248,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",Albany County,NY,153695809,WJ37AD42G8A5
VIRGIN ISLANDS DEPT OF HEALTH GROUP,U4AMC44253,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",St. Thomas,VI,167269765,HC9KX4GNNPK6
"Johns Hopkins University, The",U59MC27866,Maternal and Child Health,National Maternal and Child Health Data Resource Center (U59),U59,2023,"$900,000.00",Baltimore City,MD,001910777,FTMTDMBR29C7
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",T77MC49100,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),T77,2023,"$264,696.00",San Diego County,CA,804355790,UYTTZT6G9DT1
UNIVERSITY OF TENNESSEE,T79MC09805,Maternal and Child Health,Maternal and Child Health Nutrition Training Program (T79),T79,2023,"$249,887.00",Knox County,TN,003387891,FN2YCS2YAUW3
American Academy Of Pediatrics,U04MC31627,Maternal and Child Health,Bright Futures Pediatric Implementation (U04),U04,2023,"$1,766,000.00",DuPage County,IL,055399364,DWN9T4FUL313
"Regents of the University of California, San Francisco, The",U1AMC45369,Maternal and Child Health,Thalassemia (U1A),U1A,2023,"$175,000.00",San Francisco County,CA,094878337,KMH5K9V7S518
"Johns Hopkins University, The",U1EMC27864,Maternal and Child Health,Sickle Cell Treatment Demonstration Program (U1E),U1E,2023,"$1,340,000.00",Baltimore City,MD,001910777,FTMTDMBR29C7
University Hospitals Cleveland Medical Center,U1IMC43532,Maternal and Child Health,Regional Pediatric Pandemic Network (U1I),U1I,2023,"$11,150,000.00",Cuyahoga County,OH,609373691,VMEJQ96ATNH6
Division of Child and Family Services,U2ZMC46636,Maternal and Child Health,Infant-Toddler Court Program (U2Z),U2Z,2023,"$833,012.00",Carson City,NV,607025772,VHMAJPEDACJ6
JUSTICE INNOVATION INC,U2ZMC46640,Maternal and Child Health,Infant-Toddler Court Program (U2Z),U2Z,2023,"$850,000.00",New York County,NY,,NBLYKD15UYP5
IOWA DEPARTMENT OF PUBLIC HEALTH,U2ZMC46644,Maternal and Child Health,Infant-Toddler Court Program (U2Z),U2Z,2023,"$850,000.00",Polk County,IA,808345920,S47QLSY37VS1
Family Voices,U40MC00149,Maternal and Child Health,Family/Professional Partnership/ CSHCN (U40),U40,2023,"$1,250,000.00",Middlesex County,MA,,M732GD9X1RG9
"DISTRICT OF COLUMBIA, GOVERNMENT OF",U4AMC44236,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",District of Columbia,DC,106731248,XUYTN6MMLKE3
INDIANA FAMILY AND SOCIAL SERVICES ADMINISTRATION,U4AMC44240,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Marion County,IN,083384771,ZHQ4KM8L3XS5
RED LAKE BAND OF CHIPPEWA INDIANS,U4AMC44245,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Beltrami County,MN,078683406,JFP3SNA2BU35
"Mental Health And Substance Abuse Services, Oklahoma Department Of",U4AMC44250,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Oklahoma County,OK,933662934,X5K6JYC467J7
HUMAN SERVICES VERMONT AGENCY OF,U4AMC44254,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Washington County,VT,809376155,YLQARK22FMQ1
MY HEALTH MY RESOURCES OF TARRANT COUNTY,U4AMC45817,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Tarrant County,TX,020333597,LJ9ENHUAKHV3
OKLAHOMA STATE DEPARTMENT OF HEALTH,U7AMC33713,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$2,242,455.00",Oklahoma County,OK,143673015,LFU8Z8MPLTG3
University of Illinois,U7AMC33720,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$2,064,735.00",Cook County,IL,098987217,W8XEAJDKMXH3
INDIANA STATE DEPARTMENT OF HEALTH,U7AMC46842,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Marion County,IN,824799407,GXFMGZLP95D9
University Of Alabama At Birmingham,U7AMC46846,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,078.00",Jefferson County,AL,063690705,YND4PLMC9AN7
Comagine Health,U7AMC50504,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$925,776.00",King County,WA,153721725,FJRDMGA7BSK6
"HEALTH AND ENVIRONMENT, KANSAS DEPARTMENT OF",U7AMC50508,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Shawnee County,KS,175941483,CGSTLVM57LM5
I BE BLACK GIRL,U7AMC50512,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Douglas County,NE,,EGHYEM74GE67
SOUTH CAROLINA DEPARTMENT OF HEALTH & ENVIRONMENTAL CONTROL,U7AMC50516,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,479,774.00",Richland County,SC,808385892,JNZSNC4MUMS7
University of Wyoming,U7AMC50520,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Albany County,WY,069690956,FDR5YF2K32X5
FLORIDA ASSOCIATION OF HEALTHY START COALITION INC,U7EMC42155,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,317.00",Leon County,FL,796315971,E3BWK41LJBX7
"HEALTH, LOUISIANA DEPARTMENT OF",U7EMC42159,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Orleans Parish,LA,014740455,L2GPNJZBM283
"Children's Cabinet, Inc., The",U7EMC42164,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$249,208.00",Washoe County,NV,623996514,HTDYSR4MA2B1
PA DEPARTMENT OF HUMAN SERVICES,U7EMC42168,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Dauphin County,PA,796567790,FYVAZVJGDFA4
HUMAN SERVICES VERMONT AGENCY OF,U7EMC42172,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Washington County,VT,809376155,YLQARK22FMQ1
"PUBLIC HEALTH, MASSACHUSETTS DEPARTMENT OF",U9HMC46905,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),U9H,2023,"$1,000,000.00",Suffolk County,MA,878298900,DLKMR1QVDX34
HUMAN SERVICES VERMONT AGENCY OF,U9HMC49202,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),U9H,2023,"$1,000,000.00",Washington County,VT,809376155,YLQARK22FMQ1
AMERICAN COLLEGE OF OBSTETRICIANS AND GYNECOLOGISTS,UC4MC49476,Maternal and Child Health,Alliance for Innovation on Maternal Health (UC4),UC4,2023,"$3,000,000.00",District of Columbia,DC,,HQDMY6A6WA59
"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",UK3MC50370,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3,2023,"$750,000.00",Franklin County,KY,927049767,LECJQDCLHVE5
"HEALTH, LOUISIANA DEPARTMENT OF",UK3MC50374,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3,2023,"$750,000.00",Orleans Parish,LA,014740455,L2GPNJZBM283
STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,UK3MC50378,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3,2023,"$750,000.00",Wake County,NC,809785363,DKT3LLBWFVL3
"HEALTH CENTER NETWORK OF NEW YORK, INC.",UK7MC33231,Maternal and Child Health,Networks for Oral Health Integration within the Maternal and Child Health Safety Net (UK7),UK7,2023,"$1,225,758.00",Westchester County,NY,078759681,HFLNP37PHX37
CHILDKIND INC,UM2MC45790,Maternal and Child Health,Enhancing Systems of Care for Children with Medical Complexity (UM2),UM2,2023,"$312,892.00",DeKalb County,GA,938395639,LC18JSGLU4L5
University of Texas At Austin,UM2MC45852,Maternal and Child Health,Enhancing Systems of Care for Children with Medical Complexity (UM2),UM2,2023,"$375,124.00",Travis County,TX,170230239,V6AFQPN18437
MEHARRY MEDICAL COLLEGE,UR6MC50343,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$345,177.00",Davidson County,TN,041438185,DLTJBDQBGBC9
Loma Linda University,UR6MC50347,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$478,572.00",San Bernardino County,CA,009656273,SZAKFNU35ZX5
"OHIO STATE UNIVERSITY, THE",UR6MC50351,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$483,400.00",Franklin County,OH,832127323,DLWBSLWAJWR1
INDIANA STATE DEPARTMENT OF HEALTH,X10MC50300,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$12,062,853.00",Marion County,IN,824799407,GXFMGZLP95D9
"HEALTH, LOUISIANA DEPARTMENT OF",X10MC50304,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$11,929,766.00",Orleans Parish,LA,014740455,L2GPNJZBM283
MICHIGAN HEALTH AND HUMAN SERVICES,X10MC50308,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$10,573,913.00",Ingham County,MI,113704139,C2AQVDYYUAS7
